Node,Technology,Period,Capacity
Norfolk,Wind_offshr_grounded,4,1900.0
Outer Dowsing,Wind_offshr_grounded,4,16001.0
Poland,Wind_offshr_grounded,4,4727.0
Portugal,Wind_offshr_grounded,4,6697.0
Spain,Wind_offshr_grounded,4,9883.0
Sweden,Wind_offshr_grounded,4,15124.0
Sørlige Nordsjø I,Wind_offshr_grounded,4,345.0
Sørlige Nordsjø II,Wind_offshr_grounded,4,218.0
Utsira Nord,Wind_offshr_grounded,4,0.0
Belgium,Wind_offshr_grounded,5,7807.0
Borssele,Wind_offshr_grounded,5,43802.0
Denmark,Wind_offshr_grounded,5,52908.0
Dogger Bank,Wind_offshr_grounded,5,25202.0
East Anglia,Wind_offshr_grounded,5,17536.0
Estonia,Wind_offshr_grounded,5,1253.0
Finland,Wind_offshr_grounded,5,26600.0
Firth of Forth,Wind_offshr_grounded,5,9430.0
France,Wind_offshr_grounded,5,50122.0
Germany,Wind_offshr_grounded,5,49655.0
Great Brit.,Wind_offshr_grounded,5,0.0
Helgoländer Bucht,Wind_offshr_grounded,5,36331.0
Hollandsee Kust,Wind_offshr_grounded,5,6136.0
Hornsea,Wind_offshr_grounded,5,17966.0
Ireland,Wind_offshr_grounded,5,19517.0
Italy,Wind_offshr_grounded,5,20339.0
Latvia,Wind_offshr_grounded,5,4307.0
Lithuania,Wind_offshr_grounded,5,1642.0
Moray Firth,Wind_offshr_grounded,5,14986.0
NO2,Wind_offshr_grounded,5,0.0
Netherlands,Wind_offshr_grounded,5,13195.0
Nordsøen,Wind_offshr_grounded,5,21924.0
Norfolk,Wind_offshr_grounded,5,2754.0
Outer Dowsing,Wind_offshr_grounded,5,17399.0
Poland,Wind_offshr_grounded,5,7469.0
Portugal,Wind_offshr_grounded,5,8471.0
Spain,Wind_offshr_grounded,5,14700.0
Sweden,Wind_offshr_grounded,5,31656.0
Sørlige Nordsjø I,Wind_offshr_grounded,5,782.0
Sørlige Nordsjø II,Wind_offshr_grounded,5,494.0
Utsira Nord,Wind_offshr_grounded,5,0.0
Belgium,Wind_offshr_grounded,6,7938.0
Borssele,Wind_offshr_grounded,6,40834.0
Denmark,Wind_offshr_grounded,6,58255.0
Dogger Bank,Wind_offshr_grounded,6,25768.0
East Anglia,Wind_offshr_grounded,6,17444.0
Estonia,Wind_offshr_grounded,6,1632.0
Finland,Wind_offshr_grounded,6,35490.0
Firth of Forth,Wind_offshr_grounded,6,10116.0
France,Wind_offshr_grounded,6,56065.0
Germany,Wind_offshr_grounded,6,50560.0
Great Brit.,Wind_offshr_grounded,6,0.0
Helgoländer Bucht,Wind_offshr_grounded,6,35589.0
Hollandsee Kust,Wind_offshr_grounded,6,6371.0
Hornsea,Wind_offshr_grounded,6,18418.0
Ireland,Wind_offshr_grounded,6,22342.0
Italy,Wind_offshr_grounded,6,25123.0
Latvia,Wind_offshr_grounded,6,6335.0
Lithuania,Wind_offshr_grounded,6,2170.0
Moray Firth,Wind_offshr_grounded,6,14874.0
NO2,Wind_offshr_grounded,6,0.0
Netherlands,Wind_offshr_grounded,6,16693.0
Nordsøen,Wind_offshr_grounded,6,24020.0
Norfolk,Wind_offshr_grounded,6,3493.0
Outer Dowsing,Wind_offshr_grounded,6,17261.0
Poland,Wind_offshr_grounded,6,9619.0
Portugal,Wind_offshr_grounded,6,9043.0
Spain,Wind_offshr_grounded,6,16890.0
Sweden,Wind_offshr_grounded,6,45909.0
Sørlige Nordsjø I,Wind_offshr_grounded,6,1222.0
Sørlige Nordsjø II,Wind_offshr_grounded,6,772.0
Utsira Nord,Wind_offshr_grounded,6,0.0
Belgium,Wind_offshr_grounded,7,7981.0
Borssele,Wind_offshr_grounded,7,37416.0
Denmark,Wind_offshr_grounded,7,60047.0
Dogger Bank,Wind_offshr_grounded,7,25497.0
East Anglia,Wind_offshr_grounded,7,16754.0
Estonia,Wind_offshr_grounded,7,1982.0
Finland,Wind_offshr_grounded,7,39239.0
Firth of Forth,Wind_offshr_grounded,7,10503.0
France,Wind_offshr_grounded,7,56962.0
Germany,Wind_offshr_grounded,7,51385.0
Great Brit.,Wind_offshr_grounded,7,0.0
Helgoländer Bucht,Wind_offshr_grounded,7,34788.0
Hollandsee Kust,Wind_offshr_grounded,7,6546.0
Hornsea,Wind_offshr_grounded,7,18276.0
Ireland,Wind_offshr_grounded,7,22866.0
Italy,Wind_offshr_grounded,7,26934.0
Latvia,Wind_offshr_grounded,7,8007.0
Lithuania,Wind_offshr_grounded,7,2647.0
Moray Firth,Wind_offshr_grounded,7,14251.0
NO2,Wind_offshr_grounded,7,0.0
Netherlands,Wind_offshr_grounded,7,20076.0
Nordsøen,Wind_offshr_grounded,7,24636.0
Norfolk,Wind_offshr_grounded,7,4162.0
Outer Dowsing,Wind_offshr_grounded,7,16528.0
Poland,Wind_offshr_grounded,7,11598.0
Portugal,Wind_offshr_grounded,7,9079.0
Spain,Wind_offshr_grounded,7,17382.0
Sweden,Wind_offshr_grounded,7,52070.0
Sørlige Nordsjø I,Wind_offshr_grounded,7,1579.0
Sørlige Nordsjø II,Wind_offshr_grounded,7,998.0
Utsira Nord,Wind_offshr_grounded,7,0.0
